Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,base_lr,batch_size,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,epochs
cora_run9slvq1f9_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.1,5,10000
cora_runwjp94pnl_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.1,7,10000
cora_runwvw46xtk_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.1,6,10000
cora_runi68lriyk_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.0,5,10000
cora_runxuksmkpi_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.1,7,10000
cora_run4e6hx6il_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.0,6,10000
cora_runootwsamr_GAT,56.27,61.62,89.67,91.7,92.25,92.44,66.16,56.27,61.62,89.67,91.7,92.25,92.44,96.28,97.22,88.65,0.01,1024,64,32,4,0.1,0.0,5,10000
cora_run3icu7vil_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.0,7,10000
cora_runj75grlox_GAT,56.27,61.62,90.22,91.51,92.25,92.44,66.16,56.27,61.62,90.22,91.51,92.25,92.44,96.28,97.22,88.65,0.01,1024,64,32,4,0.1,0.0,6,10000
cora_runayyxucs1_GAT,56.27,61.62,84.69,89.85,91.51,92.44,66.16,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.1,5,10000
cora_runhne7hg11_GAT,56.27,61.62,90.22,91.14,91.7,92.44,66.16,56.27,61.62,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.0,7,10000
cora_runjhvqbfge_GAT,56.27,61.62,84.69,89.85,91.51,92.44,66.16,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.1,6,10000
cora_runxvkrlst4_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.1,5,10000
cora_runid1s569c_GAT,56.27,61.62,84.69,89.85,91.51,92.44,66.16,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.1,7,10000
cora_run89m8s9n3_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.1,6,10000
cora_runqgelb7gi_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.0,5,10000
cora_runkn6oyh6s_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.1,7,10000
cora_runp0xl9rpr_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.0,6,10000
cora_run5ulva9ad_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.0,5,10000
cora_runusdefsj8_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.0,7,10000
cora_runwe99q3yx_GAT,56.27,82.1,90.22,91.14,92.07,92.44,66.16,56.27,82.1,90.22,91.14,92.07,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.0,6,10000
cora_runiva7tlj4_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.1,5,10000
cora_runaqxxj011_GAT,56.27,82.1,90.22,91.14,92.07,92.44,66.16,56.27,82.1,90.22,91.14,92.07,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.0,7,10000
cora_rundt37cd10_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.1,6,10000
cora_runne9ucfgi_GAT,56.27,82.29,90.22,91.14,92.07,92.44,66.16,56.27,82.29,90.22,91.14,92.07,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.1,5,10000
cora_runmw58d2bk_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.1,7,10000
cora_runqldqpfbq_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.1,6,10000
cora_runynzun750_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.0,5,10000
cora_runq0icq2fe_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.1,7,10000
cora_runi6xvvcq5_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.0,6,10000
cora_runz3gqmos1_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.74,97.52,89.67,0.01,1024,64,32,2,0.1,0.0,5,10000
cora_runz9hqagw9_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.0,7,10000
cora_runycrb7xcu_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.75,97.59,89.67,0.01,1024,64,32,2,0.1,0.0,6,10000
cora_run0tl35h9k_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.1,5,10000
cora_run921uzcy2_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.0,7,10000
cora_runaojc6e6a_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.1,6,10000
cora_run9taujwmd_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.1,5,10000
cora_run04os39zz_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.1,7,10000
cora_runky9c3ju0_GAT,56.27,82.29,90.22,91.14,91.88,92.25,66.16,56.27,82.29,90.22,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.1,6,10000
cora_runhb57c30q_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.0,5,10000
cora_runi8xjvz8q_GAT,56.27,82.29,90.22,91.14,91.88,92.25,66.16,56.27,82.29,90.22,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.1,7,10000
cora_runf5j75utc_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.0,6,10000
cora_runfiga1h1t_GAT,56.27,82.29,90.22,91.14,91.88,92.25,66.16,56.27,82.29,90.22,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.0,5,10000
cora_runoudz4swk_GAT,56.27,82.29,90.96,91.14,91.88,92.25,66.16,56.27,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.0,6,10000
cora_run7bkpw85f_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.0,7,10000
cora_runb1njg0h6_GAT,56.27,82.29,90.96,91.14,91.88,92.25,66.16,56.27,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.0,7,10000
cora_rungo0gzs4t_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.1,5,10000
cora_runqkn326h2_GAT,56.27,82.29,90.96,91.14,91.88,92.25,66.16,56.27,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.1,5,10000
cora_run8al0lby4_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.1,6,10000
cora_run46hu2cqx_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.1,6,10000
cora_run9koz649n_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.1,7,10000
cora_runpozc1rfg_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.1,7,10000
cora_runny30wc0h_GAT,56.27,61.62,89.67,91.7,92.25,92.44,66.16,56.27,61.62,89.67,91.7,92.25,92.44,96.28,97.22,88.65,0.01,1024,64,32,4,0.1,0.0,5,10000
cora_runl2q9i2hb_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.0,5,10000
cora_runhzy3xo46_GAT,56.27,61.62,90.22,91.51,92.25,92.44,66.16,56.27,61.62,90.22,91.51,92.25,92.44,96.28,97.22,88.65,0.01,1024,64,32,4,0.1,0.0,6,10000
cora_run1f4rknek_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.0,6,10000
cora_runmz98c56q_GAT,56.27,61.62,90.22,91.14,91.7,92.44,66.16,56.27,61.62,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.0,7,10000
cora_run14e4ukzc_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.0,7,10000
cora_runlllukfkw_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.1,5,10000
cora_run6uy9oafn_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.1,6,10000
cora_rundi9fi4bm_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.1,5,10000
cora_runqtqfncv4_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.1,0.1,7,10000
cora_run0rl7gygh_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.1,6,10000
cora_run30ca2zwq_GAT,56.27,82.1,90.22,91.14,91.7,92.44,66.16,56.27,82.1,90.22,91.14,91.7,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.0,5,10000
cora_runiw0xd8hy_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.1,7,10000
cora_runmebtv31s_GAT,56.27,82.1,90.22,91.14,92.07,92.44,66.16,56.27,82.1,90.22,91.14,92.07,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.0,6,10000
cora_run59i52lbt_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.2,0.0,5,10000
cora_runir0iwcdx_GAT,56.27,82.1,90.22,91.14,92.07,92.44,66.16,56.27,82.1,90.22,91.14,92.07,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.0,7,10000
cora_runvgwk9kj5_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.2,0.0,6,10000
cora_run6k5aih7n_GAT,56.27,82.29,90.22,91.14,92.07,92.44,66.16,56.27,82.29,90.22,91.14,92.07,92.44,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.1,5,10000
cora_runuet4av1v_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.2,0.0,7,10000
cora_run08q0jb7k_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.2,0.1,5,10000
cora_runik91k5j0_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.1,6,10000
cora_runxrj4nqdx_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.2,0.1,6,10000
cora_runcvh2uj4o_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.47,97.4,88.65,0.01,1024,64,32,4,0.2,0.1,7,10000
cora_runo96ablwb_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.2,0.1,7,10000
cora_runnlfa1zgb_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.74,97.52,89.67,0.01,1024,64,32,2,0.1,0.0,5,10000
cora_runxiq5dc0t_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.1,0.0,5,10000
cora_runfnvz57ia_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.75,97.59,89.67,0.01,1024,64,32,2,0.1,0.0,6,10000
cora_runy1axal38_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.1,0.0,6,10000
cora_run8usz459n_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.0,7,10000
cora_run7bbnceqo_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.1,0.0,7,10000
cora_runwczfn221_GAT,56.27,82.29,90.22,91.14,92.07,92.25,66.16,56.27,82.29,90.22,91.14,92.07,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.1,5,10000
cora_runh1o1mc8t_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.1,0.1,5,10000
cora_run9dftf5dd_GAT,56.27,82.29,90.22,91.14,91.88,92.25,66.16,56.27,82.29,90.22,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.1,6,10000
cora_run9w94ial8_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.1,0.1,6,10000
cora_runiarx5nxv_GAT,56.27,82.29,90.22,91.14,91.88,92.25,66.16,56.27,82.29,90.22,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.1,0.1,7,10000
cora_runk5nxkmra_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.1,0.1,7,10000
cora_runw11utbrl_GAT,56.27,82.29,90.22,91.14,91.88,92.25,66.16,56.27,82.29,90.22,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.0,5,10000
cora_run39e3z86j_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.2,0.0,5,10000
cora_run7qis7yal_GAT,56.27,82.29,90.96,91.14,91.88,92.25,66.16,56.27,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.0,6,10000
cora_run4kzh9o0i_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.2,0.0,6,10000
cora_run9ad6wvh8_GAT,56.27,82.29,90.96,91.14,91.88,92.25,66.16,56.27,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.0,7,10000
cora_runxljxbbis_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.2,0.0,7,10000
cora_runp3owpqgz_GAT,56.27,82.29,90.96,91.14,91.88,92.25,66.16,56.27,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.1,5,10000
cora_run67b2e6zw_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.2,0.1,5,10000
cora_runaut42uwx_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.1,6,10000
cora_runz09fe4dn_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.2,0.1,6,10000
cora_rungy1ckg3l_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,2,0.2,0.1,7,10000
cora_runxiw2qq9g_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,4,0.2,0.1,7,10000
cora_rund73z86ni_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.0,5,10000
cora_runglryu3rx_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,64,2,0.1,0.0,5,10000
cora_runj8rfl68i_GAT,76.38,82.29,90.96,91.14,91.88,92.25,80.31,76.38,82.29,90.96,91.14,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,32,8,0.1,0.0,6,10000
Best,76.38,83.76,90.96,91.7,92.25,92.44,80.31,76.38,83.76,90.96,91.7,92.25,92.44,96.75,97.59,89.67,0.01,1024,64,256,8,0.2,0.1,7,10000
